title,year,imdb,tmdb,genre
Late Life: The Chien-Ming Wang Story,2018,7.2,6.3,documentation
Listen,2017,6.6,8,drama
Aiyaary,2018,5.2,5.5,thriller
Battlefish,2018,7,8.8,reality
Pulang,2018,6.7,5.9,drama
Alter Ego,2017,5.7,0,drama
Pucca: Love Recipe,2018,0,0,comedy
Ayotzinapa: The Turtle's Pace,2018,7.4,6.6,documentation
The Price of Success,2017,5.8,6,drama
Turkish Dance School,2017,5.7,5.5,drama
Vanjagar Ulagam,2018,6,4.8,thriller
Verses of Love 2,2017,5.9,6.8,drama
Luciano Mellera: Infantiloide,2018,7.5,7.4,comedy
My Travel Buddy 2,2018,5.8,6.2,comedy
Alan Saldaa: mi vida de pobre,2017,6.3,6.5,comedy
Vir Das: Abroad Understanding,2017,6.9,6.9,comedy
Hantu Kak Limah,2018,5.6,6.9,horror
Back to Q82,2017,6,0,scifi
Garbage,2018,3.4,4.2,thriller
Teefa in Trouble,2018,7.3,7.6,drama
Potato Potahto,2017,4.1,2.8,comedy
Joe Mande's Award-Winning Comedy Special,2017,6.1,6.3,comedy
The Hollywood Masters,2017,7.2,0,documentation
The Royal Hibiscus Hotel,2018,5.5,4.4,comedy
Kulipari: Dream Walker,2018,7.7,9,fantasy
Puriyaatha Puthir,2017,6.6,7.1,thriller
Son Of Adam,2018,0,6,thriller
ID-0,2017,6.2,6.3,scifi
Super Monsters and the Wish Star,2018,0,6,fantasy
Ryan Hamilton: Happy Face,2017,7.3,7,comedy
Chicken Soup for the Soul's Being Dad,2018,0,0,reality
Daniel Sosa: Sosafado,2017,5.4,6.3,comedy
Fantastica,2018,3.6,6.1,fantasy
Food on the Go,2017,6.3,6,documentation
Agustn Aristarn: Soy Rada,2018,6.1,5.5,comedy
Grillo vs Grillo,2017,5.2,6,comedy
Jim Gaffigan: Cinco,2017,7.1,7,comedy
Free Rein: The Twelve Neighs of Christmas,2018,6.7,6.9,comedy
My Ex & Whys,2017,6.2,6.4,romance
Pa Paandi,2017,7.4,7.1,comedy
Penalty Kick,2018,3.7,5.3,comedy
Noblemen,2018,5.6,6,drama
Bonbon,2018,0,0,comedy
Brad Paisley's Comedy Rodeo,2017,5.7,6.5,comedy
Pacficum,2017,6.5,5.5,documentation
Mama's Boy,2018,6.1,5.6,comedy
Seven Sundays,2017,7.7,8.5,drama
Puppy Star Christmas,2018,3.6,5.7,family
Mo Amer: The Vagabond,2018,7.3,5.7,comedy
Marriage Palace,2018,6.2,7,comedy
The Perfect Match,2017,0,7.4,comedy
Harvey Street Kids,2018,6.8,8.5,action
Pahuna: The Little Visitors,2017,7.5,8.1,drama
Mahi NRI,2017,5.9,2,comedy
Rodney King,2017,5.8,5.2,crime
Exes Baggage,2018,6.4,8.2,drama
Mauli,2018,5.6,5,drama
Tracy Morgan: Staying Alive,2017,6.1,6.4,comedy
Voulez-vous rire avec moi ce soir?,2018,6.8,9.3,documentation
La Leyenda del Diamante,2018,3.4,5.3,fantasy
Pup Star: World Tour,2018,3.8,5.7,comedy
Shubh Aarambh,2017,6.8,6,comedy
Chris D'Elia: Man on Fire,2017,6.5,6.2,comedy
A Drowning Man,2017,0,5.6,drama
A Man for The Weekend,2017,4,2,romance
DeRay Davis: How to Act Black,2017,6.1,6.1,comedy
Life Plan A and B,2017,7.8,7,drama
Thug Life,2017,5.7,0,comedy
Posesif,2017,7.4,7.8,drama
Merku Thodarchi Malai,2018,8.6,7.4,drama
Natalia Valdebenito: El especial,2018,5.1,7.3,comedy
Jani Dueas: Grandes fracasos de ayer y hoy,2018,4.8,6,comedy
Arango y Sanint: Rase el show,2018,4,4,comedy
Doob,2017,6.2,5.7,drama
Adel Karam: Live from Beirut,2018,5.5,7,comedy
Stretch Armstrong: The Breakout,2018,0,6,animation
Love and Shukla,2017,7.3,8.2,romance
Alejandro Riao: Especial de stand up,2018,4.9,5,comedy
Birdshot,2017,6.6,6.5,thriller
Kavin Jay : Everybody Calm Down!,2018,5.9,4.6,comedy
Mau Nieto: viviendo sobrioÉ desde el bar,2018,6.7,6.2,comedy
Coco y Raulito: Carrusel de ternura,2018,6.6,7,comedy
First Love,2018,6,5.9,drama
Fernando Sanjiao: Hombre,2018,6.3,6.5,comedy
Prince of Peoria: A Christmas Moose Miracle,2018,0,5.8,comedy
Highland: Thailand's Marijuana Awakening,2017,6.2,8,documentation
Ricardo Quevedo: Hay gente as,2018,6.3,7,comedy
Si saben cmo me pongo ÀPa' qu me invitan?,2018,4.6,5.8,romance
The Lost Caf,2018,6.4,5,drama
Zo: Panoramas,2017,6.8,0,music
Fabrizio Copano: solo pienso en m,2017,5,5.8,comedy
Good Game: The Beginning,2018,4.4,2.4,comedy
Santo cachn,2018,4.8,6,comedy
Pinky Memsaab,2018,6.3,9,drama
Heaven Without People,2017,7.6,7,drama
Yoo Byung Jae: Discomfort Zone,2018,0,6.4,comedy
Hadithi za Kumekucha: Fatuma,2018,7.6,0,drama
Echcharikkai,2018,6.3,4.9,thriller
Nathicharami,2018,7.2,7.2,drama
Facing Mecca,2017,0,5.6,drama
Ayana,2017,7.4,0,drama
Table Manners,2018,5.1,0,comedy
Salam - The First ****** Nobel Laureate,2018,7.8,7.3,documentation
Todd Glass: Act Happy,2018,5.1,5.7,comedy
Lilli,2018,5.7,6.1,thriller
Eve's Apple,2017,5.9,6.5,documentation
Joaqun Reyes: Una y no ms,2017,0,6,comedy
Enissa Amani: Ehrenwort,2018,5.5,5.6,comedy
Kingdom of Us,2017,7,7.2,documentation
Aruna & Her Palate,2018,7.2,6.6,romance
Into the Wind,2018,4.2,4.5,drama
Baby Mamas,2018,6.6,0,drama
The Break with Michelle Wolf,2018,5.1,4.8,comedy
Lynne Koplitz: Hormonal Beast,2017,6.2,5.6,comedy
Jindua,2017,6.5,9.3,romance
Yoo Byung Jae: Too Much Information,2018,5.3,6.3,comedy
Ask the Doctor,2017,6.5,7.6,documentation
Sei,2018,4.2,4.3,thriller
Oga Bolaji,2018,0,0,drama
Christmas Catch,2018,5.3,5.3,romance
Project Papa,2018,6.3,0,drama
Kibaoh Klashers,2017,6.3,8,scifi
#FriendButMarried,2018,6.9,6.8,romance
Mr. Chandramouli,2018,5.1,4.7,romance
Sebastin Marcelo Wainraich,2018,6.4,6.5,comedy
True: Wonderful Wishes,2018,0,0,animation
Dhh,2018,7.9,9,drama
Three Words to Forever,2018,6.8,10,drama
Little Singham aur Kaal ka Mahajaal,2018,0,0,comedy
Unexpectedly Yours,2017,6.8,7.5,romance
Next Enti?,2018,4.6,3.8,drama
The Sound of Your Heart: Reboot,2018,5.9,6.4,comedy
Luo Bao Bei,2018,8,0,animation
Dance & Sing With True,2018,0,10,animation
Pretty Man,2018,0,8.5,family
Harith Iskander: I Told You So,2018,4.6,5.5,comedy
Memories of Love,2018,5.9,2.7,drama
Wedy Atkalam,2018,5.8,0,drama
Kanavu Variyam,2017,6.4,7,scifi
We Speak Dance,2018,7.5,8.3,documentation
Simplemente Manu NNa,2017,5.5,3.8,comedy
For the Broken Hearted,2018,6.7,2,drama
King of Peking,2017,6.4,6.2,comedy
Babamõn Ceketi,2018,4.9,5.1,comedy
Until Midnight,2018,6.9,0,drama
Beat Bugs: All Together Now,2017,0,5.6,animation
Fakkah Fuzz: Almost Banned,2018,4.3,4.5,comedy
Vir Das: Losing It,2018,7,7.7,comedy
What Did I Mess,2018,7.1,6,romance
YG Future Strategy Office,2018,6.9,7.1,comedy
Al-Khawaga's Dilemma,2018,0,6,drama
Dilan 1990,2018,7,7.5,romance
Ascharya Fuck It,2018,5.4,5.3,thriller
Fary Is the New Black,2018,5.8,6.9,comedy
Brij Mohan Amar Rahe!,2018,7,5.3,comedy
W. Kamau Bell: Private School Negro,2018,6.4,6.3,comedy
Pandigai,2017,6.3,6.5,thriller
The Bridge,2017,5.6,0,romance
Hajwala 2: Mysterious Mission,2018,4,5,action
Satria Heroes: Revenge of the Darkness,2017,4.4,0,drama
Fan of Amoory,2018,5.9,0,drama
Bogda,2018,7.2,7.5,drama
Rise: Ini Kalilah,2018,5.1,7.5,drama
What She Put on the Table,2017,7.3,1,drama
Meghnadbodh Rohoshyo,2017,6.3,5.4,thriller
The Suit,2018,5.4,7.1,comedy
Afronta!,2017,7.4,0,documentation
Learning Songs by Little Baby Bum: Nursery Rhyme Friends,2017,4.2,0,music
Finally Found Someone,2017,5.7,6.2,comedy
Super Monsters Save Halloween,2018,5.4,6.6,animation
Elf Pets: Santa's St. Bernards Save Christmas,2018,5.3,2,animation
Catch.er,2017,4.5,6,crime
Panoptic,2017,6.2,5,documentation
Komola Rocket,2018,7.4,6,drama
Lara and the Beat,2018,6.7,0,drama
Luna Petunia Return to Amazia,2018,4.8,6,animation
Si Doel the Movie,2018,6.9,7.4,drama
Bahasha,2018,7,0,drama
Little Miss Sumo,2018,0,5.8,documentation
Russian Doll,2019,7.8,7.6,drama
The Gentlemen,2019,7.8,7.7,comedy
Bridgerton,2020,7.3,8.2,drama
Demon Slayer: Kimetsu no Yaiba,2019,8.7,8.8,animation
Sex Education,2019,8.3,8.4,drama
After Life,2019,8.5,7.9,comedy
The Umbrella Academy,2019,8,8.7,comedy
The Witcher,2019,8.2,8.2,scifi
The Rental,2020,5.7,5.6,thriller
Uncut Gems,2019,7.4,7.1,drama
Space Force,2020,6.7,6.6,comedy
Formula 1: Drive to Survive,2019,8.6,8.4,documentation
365 Days,2020,3.3,7,romance
The Queen's Gambit,2020,8.6,8.6,drama
Selling Sunset,2019,6.5,6.8,reality
Dead to Me,2019,8,7.3,drama
I Think You Should Leave with Tim Robinson,2019,7.9,6.4,comedy
The Last Dance,2020,9.1,8.2,documentation
The Stranger,2020,7.3,7.5,crime
Emily in Paris,2020,6.9,8,drama
Unbelievable,2019,8.4,8.1,drama
ULTRAMAN,2019,6.8,7.4,scifi
Jurassic World: Camp Cretaceous,2020,7.5,8,action
Virgin River,2019,7.4,8,drama
Outer Banks,2020,7.5,8.7,action
Locke & Key,2020,7.4,8.1,scifi
Rambo: Last Blood,2019,6.1,6.5,thriller
The Circle,2020,7.3,7.7,reality
Freaks,2019,6.7,6.8,scifi
The King,2019,7.3,7.2,drama
Are You Afraid of the Dark?,2019,7.1,7.5,thriller
I'm Thinking of Ending Things,2020,6.6,6.6,thriller
In the Dark,2019,7.7,8,comedy
Young Wallander,2020,6.8,7.2,crime
The Devil All the Time,2020,7.1,7.3,drama
Tuca & Bertie,2019,7.3,7.1,comedy
My Octopus Teacher,2020,8.1,8,documentation
The Irishman,2019,7.8,7.6,drama
Synchronic,2019,6.2,6.3,horror
Hillbilly Elegy,2020,6.7,6.8,drama
Feel Good,2020,7.5,7.4,drama
Top Boy,2019,0,8.4,drama
21 Bridges,2019,6.6,6.8,action
Love Is Blind,2020,6.1,7.8,reality
Marriage Story,2019,7.9,7.8,drama
The Trial of the Chicago 7,2020,7.7,7.8,drama
Into the Night,2020,7.1,7.5,scifi
Criminal: UK,2019,7.6,7.5,drama
Never Have I Ever,2020,7.8,8.2,drama
The Daily Life of the Immortal King,2020,7.2,8.6,scifi
El Camino: A Breaking Bad Movie,2019,7.3,6.9,thriller
Eurovision Song Contest: The Story of Fire Saga,2020,6.5,6.4,comedy
The Cursed,2020,7.1,7.3,scifi
Get Organized with The Home Edit,2020,5.3,7,reality
The Call,2020,7.1,7.6,thriller
Sweet Magnolias,2020,7.3,7.9,drama
In the Shadow of the Moon,2019,6.2,6.1,thriller
Alice in Borderland,2020,7.6,8.2,action
Raising Dion,2019,7.1,7.8,scifi
Summerland,2020,7,7.6,romance
Kingdom,2019,8.3,8.4,action
The Social Dilemma,2020,7.6,7.5,drama
Black Summer,2019,6.5,7.1,scifi
Fantastic Fungi,2019,7.4,7.2,documentation
The Promised Neverland,2019,8.4,8.9,scifi
Dracula,2020,6.8,7.2,action
Mank,2020,6.8,6.8,comedy
6 Underground,2019,6.1,6.3,action
I Care a Lot,2020,6.3,6.6,comedy
His House,2020,6.5,6.5,drama
The Dark Crystal: Age of Resistance,2019,8.4,7.8,scifi
When They See Us,2019,8.9,8.2,drama
Cocomelon,2019,4.9,6.3,animation
Another Life,2019,5.2,6,scifi
Crash Landing on You,2019,0,8.8,drama
Living with Yourself,2019,7.2,6.8,drama
The Platform,2019,7,7,horror
The Movies That Made Us,2019,7.6,7.4,history
Giri/Haji,2019,7.8,7.7,thriller
Don't F**k with Cats: Hunting an Internet Killer,2019,8,7.7,crime
The Forgotten Battle,2020,7.1,7.2,drama
Always Be My Maybe,2019,6.8,6.6,romance
Enola Holmes,2020,6.6,7.4,crime
Scary Stories to Tell in the Dark,2019,6.2,6.5,horror
The Valhalla Murders,2019,7.1,6.8,thriller
Triple Frontier,2019,6.4,6.3,thriller
Fast Color,2019,6,6,thriller
The Midnight Sky,2020,5.6,5.8,drama
Official Secrets,2019,7.3,7.2,thriller
The Hateful Eight: Extended Version,2019,0,10,western
Barbarians,2020,7.2,7.4,action
I Am Mother,2019,6.7,6.7,scifi
Marianne,2019,7.4,7.7,thriller
The Haunting of Bly Manor,2020,7.3,7.8,drama
The Old Guard,2020,6.6,7.2,fantasy
Hollywood,2020,7.5,7.6,drama
The Midnight Gospel,2020,0,8.4,scifi
The Outpost,2020,6.8,6.9,drama
Cursed,2020,5.8,7.4,scifi
Extraction,2020,6.7,7.4,thriller
To the Lake,2019,7.2,7.3,scifi
Pokmon Journeys: The Series,2020,6.9,6,animation
The Defeated,2020,7,7,drama
Occupation: Rainfall,2020,5.6,5.7,action
Conversations with a Killer: The Ted Bundy Tapes,2019,7.8,7.6,crime
I Am Not Okay with This,2020,7.5,8.2,comedy
Tiger King,2020,7.5,7.1,crime
#Alive,2020,6.3,7.3,thriller
Unorthodox,2020,8,7.9,drama
The Old Ways,2020,5.4,7.2,fantasy
The Half of It,2020,6.9,7.2,comedy
After,2019,5.2,7.2,drama
Dolemite Is My Name,2019,7.2,7,comedy
Warrior Nun,2020,6.8,7.9,scifi
Ragnarok,2020,7.5,8.1,action
The Order,2019,6.7,7.9,scifi
The Professor and the Madman,2019,7.2,7.2,thriller
The Paper Tigers,2020,6.3,6.9,comedy
Pieces of a Woman,2020,7,7.1,drama
Code 8,2019,6.1,6.2,scifi
Jiu Jitsu,2020,2.9,5,fantasy
Bad Trip,2020,6.5,6.1,comedy
Away,2020,6.6,6.9,scifi
The Wind,2019,5.5,5.6,western
The Pharmacist,2020,7.7,8.4,crime
Five Feet Apart,2019,7.2,8.3,romance
Sweet Home,2020,0,8.6,scifi
Ghost in the Shell: SAC_2045,2020,6.2,6.2,scifi
Murder Mystery,2019,6,6.2,comedy
The Water Man,2020,5.4,6.2,action
Rebecca,2020,6,6.3,thriller
The Politician,2019,7.5,7.5,comedy
The Society,2019,7,7.7,scifi
The Untamed,2019,8.8,9.1,action
Countdown,2019,0,6.4,horror
Fyre,2019,7.2,6.9,documentation
Fractured,2019,6.4,6.7,thriller
Da 5 Bloods,2020,6.5,6.6,war
Our Planet,2019,9.3,8.8,documentation
The Family,2019,6.4,6.9,documentation
The Spy,2019,7.9,7.6,drama
Lies and Deceit,2020,0,4.3,thriller
Daybreak,2019,6.7,7.3,scifi
The Highwaymen,2019,6.9,6.7,thriller
The Disciple,2020,7.1,6.9,drama
Kiss the Ground,2020,8.2,8.1,documentation
The Dirt,2019,6.9,7.5,drama
The Woods,2020,0,7.1,drama
Ava,2020,5.4,5.7,drama
The Comey Rule,2020,7.4,7.3,war
Merli: Dare to Know,2019,7.6,8.4,drama
American Pie Presents: Girls' Rules,2020,0,6.4,comedy
Too Hot to Handle,2020,4.6,6.8,reality
The Night Clerk,2020,5.5,6.1,thriller
Ma Rainey's Black Bottom,2020,6.9,6.7,music
Ratched,2020,7.2,7.8,crime
Polar,2019,6.3,6.3,action
DC Super Hero Girls,2019,7.2,8.2,scifi
The Prom,2020,5.9,6.2,comedy
Dark Desire,2020,6.5,7.3,drama
Unsolved Mysteries,2020,7.3,7.8,documentation
We Summon the Darkness,2020,5.2,5.6,horror
The English Game,2020,0,7.7,drama
Someone Great,2019,6.2,6.4,romance
Tread,2020,7.1,6.7,crime
Radium Girls,2020,6.2,6.9,drama
Sweetheart,2019,5.8,6.5,horror
WHAT / IF,2019,6.3,6.7,drama
The Wrong Missy,2020,5.7,6.2,comedy
David Attenborough: A Life on Our Planet,2020,9,8.5,documentation
Skylines,2020,4.7,5.6,scifi
The Laundromat,2019,6.3,6,drama
It's Okay to Not Be Okay,2020,8.6,8.6,drama
Trinkets,2019,7,8.1,comedy
Over the Moon,2020,6.3,7.3,family
The Two Popes,2019,7.6,7.5,drama
Messiah,2020,7.6,7.4,drama
BEASTARS,2019,7.7,8.7,drama
Dorohedoro,2020,8.1,8.6,scifi
Undercover,2019,7.8,8.1,drama
IO,2019,4.7,4.9,scifi
All the Bright Places,2020,6.5,7.7,drama
Velvet Buzzsaw,2019,5.7,5.3,thriller
Bonding,2019,7.1,7.3,comedy
Cheer,2020,8.1,7.5,documentation
The Occupant,2020,6.4,6.3,thriller
Can You Keep a Secret?,2019,5.3,6.6,comedy
Wu Assassins,2019,6.4,7.3,scifi
Greatest Events of WWII in Colour,2019,8.7,8.6,documentation
Pokmon the Movie: Secrets of the Jungle,2020,6.4,7.1,action
Lego Jurassic World: Legend of Isla Nublar,2019,6.7,7.3,scifi
The Red Sea Diving Resort,2019,6.6,6.9,thriller
Green Eggs and Ham,2019,8.1,8.5,action
Crip Camp: A Disability Revolution,2020,7.7,7.3,documentation
American Factory,2019,7.4,7.2,documentation
Stateless,2020,7.5,6.9,drama
The Wandering Earth,2019,5.9,6.4,scifi
Caliphate,2020,8.2,7.4,war
Down to Earth with Zac Efron,2020,8,7.8,documentation
Wine Country,2019,5.4,5.5,comedy
Between Two Ferns: The Movie,2019,6.1,5.9,comedy
Avengement,2019,6.5,6.8,action
Jeffrey Epstein: Filthy Rich,2020,7.1,7.3,crime
The Wolf's Call,2019,6.9,7.6,thriller
The Silence,2019,5.3,6,horror
Summertime,2020,6,7,drama
L.A.'s Finest,2019,6.1,7.3,drama
Holiday Secrets,2019,6.5,6.4,drama
Almost Happy,2020,6.8,7.2,comedy
Interior Design Masters,2019,6.4,6.9,reality
A Shaun the Sheep Movie: Farmageddon,2019,6.8,6.9,comedy
Blood of Zeus,2020,0,8.1,action
Dash & Lily,2020,7.5,8.3,comedy
Dare Me,2019,6.6,7.9,thriller
Atlantics,2019,6.7,6.7,fantasy
Last Breath,2019,7.7,7.6,documentation
The Gift,2019,7,7.8,scifi
The Boy Who Harnessed the Wind,2019,7.6,7.9,drama
We Have Always Lived in the Castle,2019,5.6,5.4,thriller
Spenser Confidential,2020,6.2,6.5,thriller
Doom: Annihilation,2019,3.7,4.9,scifi
October Faction,2020,6.1,6.8,drama
Deaf U,2020,6.4,5.8,reality
Blown Away,2019,7.1,7.5,reality
Girl on the Third Floor,2019,4.7,5.3,thriller
Medical Police,2020,5.9,6.7,comedy
The Great Hack,2019,7.1,6.8,documentation
Rocks,2019,7.4,6.7,drama
Selena: The Series,2020,6.9,7.5,drama
White Lines,2020,6.6,6.8,thriller
Tremors: Shrieker Island,2020,0,6.4,horror
Ip Man 4: The Finale,2019,7,7.3,drama
Ophelia,2019,6.6,7.3,drama
After We Collided,2020,5,7.3,romance
The Devil Next Door,2019,7.6,7.1,documentation
Start-Up,2020,8.1,8.5,drama
The Last Blockbuster,2020,6.7,6.5,documentation
In the Tall Grass,2019,5.4,5.5,drama
Toy Boy,2019,6.5,7.7,crime
Paradise Hills,2019,5.3,6,fantasy
Dick Johnson Is Dead,2020,7.4,7.4,documentation
American Murder: The Family Next Door,2020,7.2,7.3,crime
Rust Creek,2019,5.9,6.4,thriller
Middleditch & Schwartz,2020,8.6,7.8,comedy
Showtime 1958,2020,0,0,drama
The Twelve,2019,7.5,7,thriller
Paranormal,2020,0,7.3,scifi
Eli,2019,5.8,6,horror
I Lost My Body,2019,7.5,7.6,fantasy
The Ripper,2020,7.1,7.1,crime
Equinox,2020,0,7.5,scifi
Teenage Bounty Hunters,2020,7.6,7.9,action
Klaus,2019,8.1,8.3,comedy
GREAT PRETENDER,2020,7.9,7.6,action
Fatima,2020,6.6,7.3,drama
Sword of Trust,2019,6.3,5.9,comedy
Northern Rescue,2019,7.1,7,drama
The Sleepover,2020,5.6,6.6,action
High Score,2020,7.4,7.7,documentation
The Last Thing He Wanted,2020,4.3,4.9,drama
Kipo and the Age of Wonderbeasts,2020,8.3,8.5,animation
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,2019,7.6,7.2,music
Lost Bullet,2020,6.3,6.7,thriller
Vita & Virginia,2019,5.7,6.9,drama
The Vanished,2020,5.7,6,thriller
Unabomber: In His Own Words,2020,7.2,7.4,crime
Garth Brooks: The Road I'm On,2019,7.4,10,reality
Ares,2020,5.7,7.1,thriller
The Reason I Jump,2020,7.5,7.9,documentation
Children of the Sea,2019,6.5,7.2,thriller
The Confession Killer,2019,7.4,7.3,crime
Horse Girl,2020,0,5.6,drama
The Game Changers,2019,7.8,7.4,documentation
Traitors,2019,6.6,6.7,war
Valeria,2020,6.5,7.6,drama
Tidying Up with Marie Kondo,2019,6.6,6.8,reality
Concrete Cowboy,2020,6.3,6.2,western
The Boss Baby: Get That Baby!,2020,0,6.9,animation
Aunty Donna's Big Ol House of Fun,2020,8,8,comedy
Tales of the City,2019,7.4,7.6,drama
Charlie Says,2019,5.9,5.9,crime
Mike Birbiglia: The New One,2019,7.7,7.4,comedy
Historical Roasts,2019,5.3,6.3,comedy
1BR,2019,5.8,6.2,horror
Bill Burr: Paper Tiger,2019,8.1,7.3,comedy
La Rvolution,2020,6.6,6.9,drama
The Silence of Others,2019,8,8.2,documentation
Nobody Sleeps in the Woods Tonight,2020,4.9,5.1,thriller
Challenger: The Final Flight,2020,7.8,7.2,documentation
Calm with Horses,2020,6.8,6.4,drama
A Whisker Away,2020,6.7,8,fantasy
Lost Girls,2020,6.1,6.1,thriller
We Can Be Heroes,2020,4.7,6.2,fantasy
Grand Army,2020,7.5,8,drama
Tell Me Who I Am,2019,7.6,7.5,thriller
Violet Evergarden: The Movie,2020,8.3,8.6,fantasy
The I-Land,2019,4.6,5.7,drama
Killer Inside: The Mind of Aaron Hernandez,2020,7.4,7.4,crime
Skylines,2019,7.5,7.1,drama
Paddleton,2019,7.1,7,drama
Inside Bill's Brain: Decoding Bill Gates,2019,7.9,7.6,documentation
What Lies Below,2020,4.3,5.3,horror
Vampires vs. the Bronx,2020,5.7,5.9,comedy
Song Exploder,2020,7.4,8,documentation
Chambers,2019,6.4,6.9,drama
Transformers: War for Cybertron: Earthrise,2020,0,8.1,action
The Chef Show,2019,8.2,7.8,documentation
The Stronghold,2020,6.9,7.5,action
Rise of Empires: Ottoman,2020,7.9,7.3,documentation
The Last Czars,2019,7.3,7.4,documentation
The Swarm,2020,5.3,5.8,horror
The Life Ahead,2020,6.8,6.7,drama
Darwin's Game,2020,7.3,7.9,scifi
How to Sell Drugs Online (Fast),2019,7.9,8.3,drama
The Kindness of Strangers,2019,6.4,6.5,drama
Captain Underpants: Epic Choice-o-rama,2020,6.4,8.5,fantasy
Biohackers,2020,6.8,7.5,scifi
The Gentlemen's League,2019,0,8,reality
Sightless,2020,5.5,7,drama
Words Bubble Up Like Soda Pop,2020,0,7.4,drama
Project Power,2020,6,6.6,action
Fear City: New York vs The Mafia,2020,7.1,6.9,crime
Gentefied,2020,7.3,7.8,comedy
Hotel Del Luna,2019,8.2,8.7,action
The Baker and the Beauty,2020,7.5,8.1,romance
Her Private Life,2019,7.7,7.9,drama
Rim of the World,2019,5.2,6,comedy
Control Z,2020,6.9,8.2,drama
Power Rangers Beast Morphers,2019,6.5,9.7,animation
Death of Me,2020,4.4,5,horror
Capitani,2019,6.6,6.8,thriller
A Fall from Grace,2020,5.8,7.1,fantasy
The Best of Enemies,2019,7.3,7.4,drama
Home for Christmas,2019,7.7,7.3,comedy
Quicksand,2019,7.5,7.3,drama
Hubie Halloween,2020,5.2,6,thriller
Rainbow High,2020,6.4,9.8,comedy
Secret Obsession,2019,4.4,5.5,thriller
Ju-On: Origins,2020,6.1,6.8,thriller
Ala Vaikunthapurramuloo,2020,7.5,6.7,drama
Anima,2019,0,7.4,music
Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,2020,7,6.5,comedy
Cadaver,2020,5.1,5.6,thriller
The Paramedic,2020,5.7,6.1,thriller
Special,2019,7.6,6.8,comedy
Exhibit A,2019,6.3,7.4,crime
Itaewon Class,2020,8.2,8.6,drama
See You Yesterday,2019,5.2,5.6,drama
Turn Up Charlie,2019,7.1,7.2,drama
The Disappearance of Madeleine McCann,2019,6.6,6.8,crime
Floor is Lava,2020,5.3,8,reality
Ride Like a Girl,2019,7,7.5,drama
Miss Americana,2020,7.4,7.9,documentation
Dave Chappelle: Sticks & Stones,2019,8.4,7.7,comedy
Transformers: War for Cybertron: Siege,2020,0,7.6,scifi
The Babysitter: Killer Queen,2020,5.8,6.5,horror
To All the Boys: P.S. I Still Love You,2020,6,6.9,romance
The Forty-Year-Old Version,2020,7.2,6.8,comedy
Detention,2020,6.3,7.9,drama
Triple Threat,2019,5.6,6.3,thriller
The Willoughbys,2020,6.3,7.2,comedy
Kengan Ashura,2019,8,8.3,animation
Me Against You: Mr. S's Vendetta,2020,1.7,8.3,comedy
Abyss,2019,7.1,8.4,scifi
Miles Davis: Birth of the Cool,2019,7.4,7.3,documentation
Tall Girl,2019,5.2,6.4,comedy
The Trials of Gabriel Fernandez,2020,8.1,7.5,crime
Monsoon,2020,0,5.2,drama
Gameboys,2020,8.5,8.5,drama
High Flying Bird,2019,6.2,5.7,drama
Black Space,2020,6.7,7.3,crime
Spinning Out,2020,7.6,8.2,drama
Patsy & Loretta,2019,6.8,6.6,drama
Ethos,2020,0,7.9,drama
Dolly Parton's Heartstrings,2019,7.6,7.5,drama
The Bonfire of Destiny,2019,7.6,7.4,drama
Altered Carbon: Resleeved,2020,6.5,6.5,animation
Taylor Tomlinson: Quarter-Life Crisis,2020,7.4,7.4,comedy
2 Hearts,2020,6.2,7.7,romance
Coded Bias,2020,6.7,7.3,documentation
Indian Matchmaking,2020,6.2,9,reality
Audrey,2020,7.1,7.1,documentation
High Seas,2019,6.8,7,drama
Dragonheart: Vengeance,2020,0,7,fantasy
Wasp Network,2019,5.9,6.1,drama
The King: Eternal Monarch,2020,0,8.5,scifi
School Life,2019,6.5,7,comedy
Julie and the Phantoms,2020,8.4,8.6,scifi
Ghosts of War,2020,5.5,6,horror
The Fable,2019,6.5,6.5,crime
Someone Has to Die,2020,6.3,7.3,crime
Night in Paradise,2020,6.7,7,thriller
The Perfect Date,2019,5.8,6.5,romance
How High 2,2019,3,6.5,comedy
Bigfoot Family,2020,5.8,7.1,animation
The Uncanny Counter,2020,8,8.9,drama
Barbie: Princess Adventure,2020,5.4,7.4,music
Freud,2020,0,7.5,drama
This Changes Everything,2019,7.6,6.3,documentation
Self Made: Inspired by the Life of Madam C.J. Walker,2020,7.3,7.5,drama
V Wars,2019,6.1,7.8,scifi
The Last Summer,2019,0,6,comedy
The Naked Director,2019,7.7,7.5,drama
Friendsgiving,2020,4.4,4.7,comedy
Poms,2019,6,6.6,comedy
The Lonely Island Presents: The Unauthorized Bash Brothers Experience,2019,0,6.2,comedy
The Baby-Sitters Club,2020,7.3,8,family
Youth v Gov,2020,6.9,0,documentation
The Letter for the King,2020,5.9,7.1,fantasy
Close,2019,5.7,5.8,thriller
Making The Witcher,2020,6.8,7.7,documentation
Black Dog,2019,7.7,9,drama
I Am Woman,2020,6.6,6.9,drama
Tiny Pretty Things,2020,5.9,7.7,thriller
Frontera Verde,2019,7.3,6.8,thriller
Romance Is a Bonus Book,2019,8,8,comedy
No Good Nick,2019,6,7.1,comedy
